Cost Center Code	Legacy Code	School	Address	City	State	Zip Code	Telephone	Fax	Grades	Calendar	Local District	Board District	File Build Date
1845801	8458	KIPP Academy of Opportunity	8500 S Figueroa St	Los Angeles	CA	90003	323-778-0125	323-778-0162	5- 8	Other	XR	1-Dr George J McKenna III	2020-05-14
1215901	2159	KIPP Comienza Community Prep	7300 Roseberry Av	Huntington Park	CA	90255	323-589-1450	323-589-1716	K- 3	Other	XR	5-Jackie Goldberg	2020-05-14
1755301	7553	KIPP Corazon Preparatory Academy	9325 Long Beach Bl	South Gate	CA	90280	323-457-5051	323-457-5052	K- 1	Other	XR	5-Jackie Goldberg	2020-05-14
1215801	2158	KIPP Empower Academy	8466 S Figueroa St	Los Angeles	CA	90003	323-750-2279	323-750-7902	K- 3	Other	XR	1-Dr George J McKenna III	2020-05-14
1208101	2081	KIPP Ignite Academy	9110 S Central Ave	Los Angeles	CA	90002	323-486-6402	323-486-6403	K- 1	OTHER	XR	7-Dr Richard A Vladovic	2020-05-14
1226101	2261	KIPP Iluminar Academy	4800 E Cesar Chavez Ave	Los Angeles	CA	90022	323-800-5218	323-800-5219	K- 1	Other	XR	2-Monica Garcia	2020-05-14
1519701	5197	KIPP Academy of Innovation	5164 Whittier Blvd	Los Angeles	CA	90022	323-406-8000	323-406-8002	5- 8	Other	XR	2-Monica Garcia	2020-05-14
1845701	8457	KIPP Los Angeles College Preparatory	2810 Whittier Blvd	Los Angeles	CA	90023	323-264-7737	323-264-7730	5- 8	Other	XR	2-Monica Garcia	2020-05-14
1518801	5188	KIPP Philosophers Academy	8300 S Central Ave	Los Angeles	CA	90001	323-584-6664	323-584-6666	5- 7	Other	XR	7-Dr Richard A Vladovic	2020-05-14
1208001	2080	KIPP Promesa Preparatory	207 S Dacotah St	Los Angeles	CA	90063	323-486-6400	323-486-6401	K- 1	OTHER	XR	2-Monica Garcia	2020-05-14
1526701	5267	KIPP Pueblo Unido	3759 E 57th St	Maywood	CA	90270	323-364-6537	323-364-9150	K- K	Other	XR	-	2020-05-14
1204301	2043	KIPP Raices Academy	668 S Atlantic Blvd	Los Angeles	CA	90022	323-780-3900	323-780-3939	K- 4	Other	XR	2-Monica Garcia	2020-05-14
1518701	5187	KIPP Scholar Academy	1729 W Ml King Jr Blvd	Los Angeles	CA	90062	323-292-2272	323-292-2555	5- 7	Other	XR	1-Dr George J McKenna III	2020-05-14
1518901	5189	KIPP Sol Academy	4800 E Cesar Chavez Ave	Los Angeles	CA	90022	323-800-5220	323-800-5221	5- 5	Other	XR	2-Monica Garcia	2020-05-14
1226401	2264	KIPP Vida Preparatory Academy	4410 S Budlong Ave	Los Angeles	CA	90037	323-406-8007	323-406-8008	K- 4	Other	XR	1-Dr George J McKenna III	2020-05-14
1476001	4760	Kittridge Street Elementary	13619 Kittridge St	Van Nuys	CA	91401	818-786-7926	818-988-0692	K- 5	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1476003	2416	Kittridge Street Elementary DL Two-Way Im Armenian	13619 Kittridge St	Van Nuys	CA	91401	818-786-7926	818-988-0692	K- 1	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1476002	2415	Kittridge Street Elementary DL Two-Way Im Spanish	13619 Kittridge St	Van Nuys	CA	91401	818-786-7926	818-988-0692	K- 1	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1476201	4762	Knollwood Preparatory Academy	11822 Gerald Ave	Granada Hills	CA	91344	818-363-9558	818-832-9276	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1686901	6869	Dr Owen Lloyd Knox Elementary School	8919 S Main St	Los Angeles	CA	90003	323-565-2960	323-758-6001	K- 6	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1686902	2429	Dr Owen Lloyd Knox Elementary DL Two-Way Im Spanish	8919 S Main St	Los Angeles	CA	90003	323-565-2960	323-758-6001	K- 1	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1686903	2445	Dr Owen Lloyd Knox Elementary Visual/Performing Arts Magnet	8919 S Main St	Los Angeles	CA	90003	323-565-2960	323-758-6001	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1739901	7399	Julie Korenstein Elementary	7650 Ben Ave	North Hollywood	CA	91605	818-255-4140	818-765-5381	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1821601	8216	Los Angeles Academy of Arts and Enterprise	1200 W Colton St	Los Angeles	CA	90026	213-487-0600	213-487-0500	6-12	Other	XR	2-Monica Garcia	2020-05-14
1820002	5236	Los Angeles Academy Middle School STEAM Magnet	644 E 56th St	Los Angeles	CA	90011	323-238-1800	323-231-0136	6- 8	1 Trk	C	7-Dr Richard A Vladovic	2020-05-14
1875601	8756	Los Angeles Leadership Academy Charter School	234 E Avenue 33	Los Angeles	CA	90031	323-227-7719	323-227-7721	6-12	Other	XR	2-Monica Garcia	2020-05-14
1225201	2252	Los Angeles Leadership Primary Academy	2670 Griffin Ave	Los Angeles	CA	90031	213-381-8484	213-381-8489	K- 3	Other	XR	2-Monica Garcia	2020-05-14
1478601	4786	La Salle Avenue Elementary	8715 La Salle Ave	Los Angeles	CA	90047	323-759-1161	323-751-5591	K- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1478602	2417	La Salle Avenue Elementary DL Two-Way Im Spanish	8715 La Salle Ave	Los Angeles	CA	90047	323-759-1161	323-751-5591	K- 1	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1874101	8741	Los Angeles Center for Enriched Studies (LACES) Magnet	5931 W 18th St	Los Angeles	CA	90035	323-549-5900	323-938-8737	6-12	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1254301	2543	Lafayette Park Primary Center	310 S La Fayette Park Pl	Los Angeles	CA	90057	213-380-5039	213-380-5196	K- K	1 Trk	C	2-Monica Garcia	2020-05-14
1739001	7390	Lake Balboa College Preparatory Magnet K-12	6701 Balboa Blvd	Lake Balboa	CA	91406	818-342-6133	818-342-8645	K-12	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1239301	2393	Lake Street Primary School	135 N Lake St	Los Angeles	CA	90026	213-413-3305	213-413-3827	K- 1	1 Trk	C	2-Monica Garcia	2020-05-14
1476401	4764	Lanai Road Elementary	4241 Lanai Rd	Encino	CA	91436	818-788-1590	818-788-4263	K- 5	1 Trk	NW	4-Nick Melvoin	2020-05-14
1476701	4767	Robert Hill Lane Elementary	1500 Avenida Cesar Chavez	Monterey Park	CA	91754	323-263-3877	323-263-7600	K- 6	1 Trk	E	5-Jackie Goldberg	2020-05-14
1477501	4775	Langdon Avenue Elementary	8817 Langdon Ave	North Hills	CA	91343	818-892-0779	818-830-7532	K- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1478101	4781	Lankershim Elementary	5250 Bakman Ave	North Hollywood	CA	91601	818-769-3130	818-769-2802	K- 5	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1191901	1919	Frank Lanterman High School	2328 St James Pl	Los Angeles	CA	90007	213-749-8310	213-746-7637	9-11	1 Trk	C	2-Monica Garcia	2020-05-14
1478301	4783	Larchmont Charter School	1265 N Fairfax Ave	West Hollywood	CA	90046	323-656-6418	323-656-6407	K-10	Other	XR	4-Nick Melvoin	2020-05-14
1479001	4790	Lassen Elementary	15017 Superior St	North Hills	CA	91343	818-892-8618	818-892-5731	K- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1479002	4830	Lassen Elementary DL Two-Way Im Spanish	15017 Superior St	North Hills	CA	91343	818-892-8618	818-892-5731	K- K	1 Trk	NW	6-Kelly Gonez	2020-05-14
1479501	4795	Latona Avenue Elementary	4312 Berenice Ave	Los Angeles	CA	90031	323-221-5148	323-225-6417	K- 6	1 Trk	E	2-Monica Garcia	2020-05-14
1479502	2418	Latona Avenue Elementary DL Two-Way Im Spanish	4312 Berenice Ave	Los Angeles	CA	90031	323-221-5148	323-225-6417	K- 1	1 Trk	E	2-Monica Garcia	2020-05-14
1480801	4808	Laurel Elementary	925 N Hayworth Ave	Los Angeles	CA	90046	323-654-1930	323-656-5801	K- 8	1 Trk	W	4-Nick Melvoin	2020-05-14
1713702	8745	LAUSD/USC Media Arts/Engineering Magnet	822 W 32nd St	Los Angeles	CA	90007	213-749-7179	213-744-1608	6-12	1 Trk	C	1-Dr George J McKenna III	2020-05-14
1821702	8218	Ernest Lawrence Middle School Gifted Magnet	10100 Variel Ave	Chatsworth	CA	91311	818-678-7924	818-349-4539	6- 8	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1821701	8217	Ernest Lawrence Middle School	10100 Variel Ave	Chatsworth	CA	91311	818-678-7900	818-349-4539	6- 8	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1821703	5244	Ernest Lawrence Middle School Pioneering Science Magnet	10100 Variel Ave	Chatsworth	CA	91311	818-678-7900	818-349-4539	6- 7	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1231201	2312	Gerald A Lawson Academy of the Arts Math Science Elementary	929 W 69th St	Los Angeles	CA	90044	323-565-3650	323-778-2494	K- 6	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1822601	8226	Joseph Le Conte Middle School	1316 N Bronson Ave	Hollywood	CA	90028	323-308-1700	323-856-3053	6- 8	1 Trk	W	4-Nick Melvoin	2020-05-14
1822603	5210	Joseph Le Conte Middle School CES Communication & Arts Mag	1316 N Bronson Ave	Hollywood	CA	90028	323-308-1700	323-856-3053	6- 8	1 Trk	W	4-Nick Melvoin	2020-05-14
1822602	8225	Joseph Le Conte Middle School Hlth/Eng/Applied Sci/Tech Mag	1316 N Bronson Ave	Hollywood	CA	90028	323-308-1700	323-856-3053	6- 8	1 Trk	W	4-Nick Melvoin	2020-05-14
1482901	4829	Leapwood Elementary	19302 Leapwood Ave	Carson	CA	90746	310-327-8245	310-527-7240	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1757201	7572	Learning by Design Charter	7019 S Van Ness Av	Los Angeles	CA	90047	323-903-5712	   -   -    	K- 1	Other	XR	1-Dr George J McKenna III	2020-05-14
1230701	2307	Dr Sammy Lee Elementary Medical and Health Science Magnet	3600 Council St	Los Angeles	CA	90004	213-368-8775	213-487-7020	K- 5	1 Trk	C	2-Monica Garcia	2020-05-14
1892101	8921	Legacy Senior High Sci Tech Engineering Arts Math	5225 Tweedy Blvd	South Gate	CA	90280	323-357-7540	323-357-7590	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1766401	7664	Legacy Senior High Visual and Performing Arts	5225 Tweedy Blvd	South Gate	CA	90280	323-357-7531	323-564-8371	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1190801	1908	Diane S Leichman Career Preparatory and Transition Center	19034 Gault St	Reseda	CA	91335	818-881-5341	818-881-4606	9-12	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1483601	4836	Leland Street Elementary	2120 S Leland St	San Pedro	CA	90731	310-832-0505	310-831-0837	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1483602	2446	Leland Street Elementary Global Awareness Magnet	2120 S Leland St	San Pedro	CA	90731	310-832-0505	310-831-0837	1- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1484901	4849	Lemay Street Elementary	17520 Vanowen St	Lake Balboa	CA	91406	818-343-4696	818-708-0549	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1863801	8638	Robert H Lewis Continuation High	12508 Wicks St	Sun Valley	CA	91352	818-394-3980	818-394-3981	9-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1517001	5170	Lexington Avenue Primary Center	4564 W Lexington Ave	Los Angeles	CA	90029	323-644-2884	323-644-8115	K- 2	1 Trk	C	5-Jackie Goldberg	2020-05-14
1523001	5230	Libertas College Preparatory Charter	3875 Dublin Ave	Los Angeles	CA	90008	310-400-6149	323-999-5106	4- 5	OTHER	XR	1-Dr George J McKenna III	2020-05-14
1486301	4863	Liberty Boulevard Elementary	2728 Liberty Blvd	South Gate	CA	90280	323-583-4196	323-589-5680	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1805801	8058	John H Liechty Middle School	650 S Union Ave	Los Angeles	CA	90017	213-989-1200	213-484-2700	6- 8	1 Trk	C	2-Monica Garcia	2020-05-14
1487001	4870	Liggett Street Elementary	9373 Moonbeam Ave	Panorama City	CA	91402	818-892-4388	818-830-0880	K- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1487701	4877	Lillian Street Elementary	5909 Lillian St	Los Angeles	CA	90001	323-582-0705	323-582-8873	K- 6	1 Trk	E	5-Jackie Goldberg	2020-05-14
1488101	4881	Limerick Avenue Elementary	8530 Limerick Ave	Winnetka	CA	91306	818-341-1730	818-998-4912	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1488102	2430	Limerick Avenue Elementary DL Two-Way Im Spanish	8530 Limerick Ave	Winnetka	CA	91306	818-341-1730	818-998-4912	K- 1	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1872908	7578	Lincoln ESP Magnet	3501 N Broadway	Los Angeles	CA	90031	323-441-4600	323-223-1291	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1872901	8729	Abraham Lincoln Senior High	3501 N Broadway	Los Angeles	CA	90031	323-441-4600	323-223-1291	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1872902	8732	Abraham Lincoln Senior High Science/Tech/Math Magnet	3501 N Broadway	Los Angeles	CA	90031	323-441-4600	323-223-1291	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1468001	4680	Ricardo Lizarraga Elementary	401 E 40th Pl	Los Angeles	CA	90011	323-235-6960	323-846-9824	K- 5	1 Trk	C	7-Dr Richard A Vladovic	2020-05-14
1808701	8087	Alain Leroy Locke College Preparatory Academy	325 E 111th St	Los Angeles	CA	90061	323-420-2067	323-565-1610	9-12	Other	XR	7-Dr Richard A Vladovic	2020-05-14
1488701	4887	Lockhurst Drive Charter Elementary	6170 Lockhurst Dr	Woodland Hills	CA	91367	818-888-5280	818-346-0283	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1489001	4890	Lockwood Avenue Elementary	4345 Lockwood Ave	Los Angeles	CA	90029	323-662-2101	323-663-3136	K- 6	1 Trk	C	5-Jackie Goldberg	2020-05-14
1490401	4904	Logan Academy of Global Ecology	1711 W Montana St	Los Angeles	CA	90026	213-413-6353	213-413-1261	K- 8	1 Trk	C	5-Jackie Goldberg	2020-05-14
1490402	2806	Logan Street Elementary DL Two-Way Im Spanish	1711 W Montana St	Los Angeles	CA	90026	213-413-6353	213-413-1261	K- 5	1 TRK	C	5-Jackie Goldberg	2020-05-14
1194701	1947	Sven Lokrantz Special Education Center	19451 Wyandotte St	Reseda	CA	91335	818-886-8980	818-886-3537	K- 8	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1491801	4918	Loma Vista Elementary	3629 E 58th St	Maywood	CA	90270	323-582-6153	323-585-2139	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1491802	4831	Loma Vista Elementary DL Two-Way Im Spanish	3629 E 58th St	Maywood	CA	90270	323-582-6153	323-585-2139	K- K	1 Trk	E	5-Jackie Goldberg	2020-05-14
1493201	4932	Lomita Elementary Math/Science/Technology Magnet	2211 247th St	Lomita	CA	90717	310-784-6700	310-326-0632	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1868501	8685	Jack London Continuation High	12924 Oxnard St	Van Nuys	CA	91401	818-756-2794	818-902-9671	9-12	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1494501	4945	Lorena Street Elementary	1015 S Lorena St	Los Angeles	CA	90023	323-268-1128	323-264-9437	K- 5	1 Trk	E	2-Monica Garcia	2020-05-14
1494502	4832	Lorena Street Elementary DL Two-Way Im Spanish	1015 S Lorena St	Los Angeles	CA	90023	323-268-1128	323-264-9437	K- K	1 Trk	E	2-Monica Garcia	2020-05-14
1495901	4959	Loreto Street Elementary	3408 Arroyo Seco Ave	Los Angeles	CA	90065	323-222-5176	323-222-6370	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1495902	2807	Loreto Street Elementary DL Two-Way Im Spanish	3408 Arroyo Seco Ave	Los Angeles	CA	90065	323-222-5176	323-222-6370	K- 5	1 TRK	E	5-Jackie Goldberg	2020-05-14
1497301	4973	Lorne Street Elementary	17440 Lorne St	Northridge	CA	91325	818-342-3123	818-705-0860	K- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1497302	4974	Lorne Street Elementary Science/Tech/Math Magnet	17440 Lorne St	Northridge	CA	91325	818-344-7556	818-705-0860	3- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1820001	8200	Los Angeles Academy Middle School	644 E 56th St	Los Angeles	CA	90011	323-238-1800	323-231-0136	6- 8	1 Trk	C	7-Dr Richard A Vladovic	2020-05-14
1498201	4982	Los Angeles Elementary	1211 S Hobart Blvd	Los Angeles	CA	90006	323-734-8233	323-734-8639	K- 5	1 Trk	C	2-Monica Garcia	2020-05-14
1873601	8736	Los Angeles Senior High	4650 W Olympic Blvd	Los Angeles	CA	90019	323-900-2700	323-936-8455	9-12	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1873602	8739	Los Angeles Senior High STEAM Magnet	4650 W Olympic Blvd	Los Angeles	CA	90019	323-900-2700	323-936-8455	9-12	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1498501	4985	Los Feliz Charter School for the Arts	2709 E Media Center Dr	Los Angeles	CA	90065	323-539-2810	323-539-2815	K- 6	Other	XR	5-Jackie Goldberg	2020-05-14
1526101	5261	Los Feliz Charter Middle for the Arts	2709 Media Center Dr	Los Angeles	CA	90065	323-539-2810	323-539-2815	6- 6	Other	XR	5-Jackie Goldberg	2020-05-14
1498601	4986	Los Feliz Science/Tech/Engineer/Math/Medicine Magnet	1740 N New Hampshire Ave	Los Angeles	CA	90027	323-663-0674	323-664-6045	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1194801	1948	Charles Leroy Lowman Special Ed & Career Transition Center	12827 Saticoy St	North Hollywood	CA	91605	818-765-3404	818-765-6008	K-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1501401	5014	Loyola Village Elementary Fine/Performing Arts Magnet	8821 Villanova Ave	Los Angeles	CA	90045	310-670-0480	310-216-9529	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1254401	2544	MacArthur Park Elementary Visual and Performing Arts	2300 W 7th St	Los Angeles	CA	90057	213-381-7217	213-381-1872	K- 5	1 Trk	C	2-Monica Garcia	2020-05-14
1254402	2779	Macarthur Park VPA DL Two-Way Im Spanish	2300 W 7th St	Los Angeles	CA	90057	213-381-7217	213-381-1872	K- 5	1 TRK	C	2-Monica Garcia	2020-05-14
1891701	8917	Maywood Center for Enriched Studies (MaCES) Magnet	5800 King Ave	Maywood	CA	90270	323-210-1412	323-773-3001	6-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1511301	5113	John W Mack Elementary	3020 S Catalina St	Los Angeles	CA	90007	323-730-7620	323-373-9655	K- 5	1 Trk	C	1-Dr George J McKenna III	2020-05-14
1511302	2811	John W Mack Elementary DL Two-Way Im Spanish	3020 S Catalina St	Los Angeles	CA	90007	323-730-7620	323-373-9655	K- 5	1 TRK	C	1-Dr George J McKenna III	2020-05-14
1822801	8228	Charles Maclay Middle School	12540 Pierce Ave	Pacoima	CA	91331	818-686-3800	818-834-1012	6- 8	1 Trk	NE	6-Kelly Gonez	2020-05-14
1321001	3210	Madison Elementary	9820 Madison Ave	South Gate	CA	90280	323-568-3900	323-357-0301	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1321002	2789	Madison Elementary DL Two-Way Im Spanish	9820 Madison Ave	South Gate	CA	90280	323-568-3900	323-357-0301	K- 5	1 TRK	E	5-Jackie Goldberg	2020-05-14
1823001	8230	James Madison Middle School	13000 Hart St	North Hollywood	CA	91605	818-255-5200	818-765-4692	6- 8	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1823003	5224	James Madison Middle School Comp Sci/Eng Design Magnet	13000 Hart St	North Hollywood	CA	91605	818-255-5200	818-765-4692	6- 8	1 TRK	NE	3-Scott M Schmerelson	2020-05-14
1823002	8229	James Madison Middle School Medical/Math/Science Magnet	13000 Hart St	North Hollywood	CA	91605	818-255-5200	818-765-4692	6- 8	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1505501	5055	Magnolia Avenue Elementary	1626 S Orchard Ave	Los Angeles	CA	90006	213-748-6281	213-748-3722	K- 5	1 Trk	C	2-Monica Garcia	2020-05-14
1505502	2808	Magnolia Avenue Elementary DL One & Two-Way Im Spanish	1626 S Orchard Ave	Los Angeles	CA	90006	213-748-6281	213-748-3722	K- 5	1 TRK	C	2-Monica Garcia	2020-05-14
1801101	8011	Magnolia Science Academy #4	11330 W Graham Pl	Los Angeles	CA	90064	310-473-2464	323-473-2416	6-12	Other	XR	4-Nick Melvoin	2020-05-14
1801301	8013	Magnolia Science Academy #6	3754 Dunn Dr	Los Angeles	CA	90034	310-842-8555	310-842-8558	6- 8	Other	XR	1-Dr George J McKenna III	2020-05-14
1801401	8014	Magnolia Science Academy #7	18355 Roscoe Blvd	Northridge	CA	91325	818-886-0585	818-975-5215	K- 5	Other	XR	3-Scott M Schmerelson	2020-05-14
1516601	5166	Magnolia Science Academy Bell @ South Region MS #2A	6411 Orchard Ave	Bell	CA	90201	323-826-3925	323-826-3926	6- 8	Other	XR	5-Jackie Goldberg	2020-05-14
1506801	5068	Main Street Elementary	129 E 53rd St	Los Angeles	CA	90011	323-232-4856	323-231-1260	K- 5	1 Trk	C	7-Dr Richard A Vladovic	2020-05-14
1506802	2809	Main Street Elementary DL Two-Way Im Spanish	129 E 53rd St	Los Angeles	CA	90011	323-232-4856	323-231-1260	K- 5	1 TRK	C	7-Dr Richard A Vladovic	2020-05-14
1508201	5082	Malabar Street Elementary	3200 E Malabar St	Los Angeles	CA	90063	323-261-1103	323-261-3252	K- 6	1 Trk	E	2-Monica Garcia	2020-05-14
1509602	2337	Manchester Avenue Elementary Comm/Broadcasting Magnet	661 W 87th St	Los Angeles	CA	90044	323-778-3472	323-751-5321	2- 5	1 Trk	S	1-Dr George J McKenna III	2020-05-14
1509601	5096	Manchester Avenue Elementary	661 W 87th St	Los Angeles	CA	90044	323-778-3472	323-751-5321	1- 6	1 Trk	S	1-Dr George J McKenna III	2020-05-14
1511001	5110	Manhattan Place Elementary	1850 W 96th St	Los Angeles	CA	90047	323-756-1308	323-756-9685	K- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1757401	7574	Horace Mann UCLA Community School	7001 S St Andrews Pl	Los Angeles	CA	90047	323-541-1900	323-758-8203	6-11	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1874301	8743	Manual Arts Senior High	4131 S Vermont Ave	Los Angeles	CA	90037	323-846-7300	323-232-0837	9-12	1 Trk	C	1-Dr George J McKenna III	2020-05-14
1874302	8744	Manual Arts Senior High College Preparatory Magnet	4131 S Vermont Ave	Los Angeles	CA	90037	323-846-7300	323-232-0837	9-12	1 Trk	C	1-Dr George J McKenna III	2020-05-14
1722001	7220	Maple Primary Center	3601 S Maple Ave	Los Angeles	CA	90011	323-232-0984	323-238-0780	K- 1	1 Trk	C	2-Monica Garcia	2020-05-14
1722002	2419	Maple PC DL Two-Way Im Spanish	3601 S Maple Ave	Los Angeles	CA	90011	323-232-0984	323-238-0780	K- 1	1 Trk	C	2-Monica Garcia	2020-05-14
1519201	5192	Mar Vista Elementary	3330 Granville Ave	Los Angeles	CA	90066	310-391-1175	310-398-0924	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1513701	5137	Marianna Avenue Elementary	4215 E Gleason St	Los Angeles	CA	90063	323-262-6382	323-780-0971	K- 6	1 Trk	E	2-Monica Garcia	2020-05-14
1513702	4833	Marianna Avenue Elementary DL Two-Way Im Spanish	4215 E Gleason St	Los Angeles	CA	90063	323-262-6382	323-780-0971	K- K	1 Trk	E	2-Monica Garcia	2020-05-14
1823501	8235	Marina Del Rey Middle School	12500 Braddock Dr	Los Angeles	CA	90066	310-578-2700	310-821-3248	6- 8	1 Trk	W	4-Nick Melvoin	2020-05-14
1823502	8234	Marina Del Rey Middle School Performing Arts Magnet	12500 Braddock Dr	Los Angeles	CA	90066	310-578-2700	310-821-3248	6- 8	1 Trk	W	4-Nick Melvoin	2020-05-14
1498301	4983	Mariposa-Nabi Primary Center	987 S Mariposa Ave	Los Angeles	CA	90006	213-385-0241	213-385-0257	K- 2	1 Trk	C	2-Monica Garcia	2020-05-14
1842501	8425	Mark Twain Middle School	2224 Walgrove Ave	Los Angeles	CA	90066	310-305-3100	310-398-1627	6- 8	1 Trk	W	4-Nick Melvoin	2020-05-14
1842502	5172	Mark Twain Middle School World Languages Magnet	2224 Walgrove Ave	Los Angeles	CA	90066	310-305-3100	310-398-1627	6- 8	1 Trk	W	4-Nick Melvoin	2020-05-14
1823701	8237	Edwin Markham Middle School	1650 E 104th St	Los Angeles	CA	90002	323-568-5500	323-569-6066	6- 8	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1823702	8232	Edwin Markham Middle School Health Careers Magnet	1650 E 104th St	Los Angeles	CA	90002	323-568-5500	323-569-6066	6- 8	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1194901	1949	Marlton School	4000 Santo Tomas Dr	Los Angeles	CA	90008	323-296-7680	323-290-1794	PK-12	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1516401	5164	Marquez Charter	16821 Marquez Ave	Pacific Palisades	CA	90272	310-454-4019	310-573-1532	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1886601	8866	Linda Esperanza Marquez Senior High HPIAM	6361 Cottage St	Huntington Park	CA	90255	323-584-3800	323-583-1305	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1772501	7725	Linda Esperanza Marquez Senior High Libra Academy	6361 Cottage St	Huntington Park	CA	90255	323-584-3800	323-583-1305	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1766901	7669	Linda Esperanza Marquez Senior High Social Justice	6361 Cottage St	Huntington Park	CA	90255	323-584-3800	323-583-1305	9-12	1 Trk	E	5-Jackie Goldberg	2020-05-14
1875002	8751	John Marshall Senior High Gifted Magnet	3939 Tracy St	Los Angeles	CA	90027	323-671-1193	323-671-1164	9-12	1 Trk	C	5-Jackie Goldberg	2020-05-14
1875001	8750	John Marshall Senior High	3939 Tracy St	Los Angeles	CA	90027	323-671-1400	323-665-8682	9-12	1 Trk	C	5-Jackie Goldberg	2020-05-14
1517801	5178	Marvin Elementary	2411 Marvin Ave	Los Angeles	CA	90016	323-938-3608	323-938-0411	K- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1517802	5179	Marvin Elementary Language Magnet	2411 Marvin Ave	Los Angeles	CA	90016	323-934-2217	323-938-0411	1- 5	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1767401	7674	Math and Science College Preparatory	3202 W Adams Bl	Los Angeles	CA	90018	323-821-1393	213-607-1453	9- 9	Other	XR	1-Dr George J McKenna III	2020-05-14
1245801	2458	Matrix for Success Academy	1010 E 34th St	Los Angeles	CA	90011	323-897-5971	323-797-5049	9-12	Other	XR	5-Jackie Goldberg	2020-05-14
1519801	5198	Mayall Street Academy of Arts/Technology Magnet	16701 Mayall St	North Hills	CA	91343	818-363-5058	818-831-3379	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1520503	2447	Mayberry Street Elementary Communication Arts Magnet	2414 Mayberry St	Los Angeles	CA	90026	213-413-3420	213-413-5975	5- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
